index,label
33994,0
33995,0
33996,0
33997,1
33998,0
33999,1
34000,0
34001,0
34002,1
34003,1
34004,0
34005,1
34006,1
34007,0
34008,0
34009,0
34010,0
34011,0
34012,0
34013,0
34014,0
34015,0
34016,0
34017,0
34018,0
34019,0
34020,1
34021,0
34022,0
34023,0
34024,0
34025,0
34026,0
34027,0
34028,0
34029,0
34030,0
34031,0
34032,1
34033,1
34034,0
34035,0
34036,0
34037,0
34038,0
34039,0
34040,0
34041,1
34042,0
34043,0
34044,0
34045,0
34046,0
34047,0
34048,0
34049,1
34050,0
34051,1
34052,1
34053,0
34054,0
34055,0
34056,0
34057,0
34058,0
34059,0
34060,0
34061,0
34062,0
34063,0
34064,0
34065,0
34066,0
34067,0
34068,0
34069,0
34070,1
34071,0
34072,0
34073,0
34074,0
34075,1
34076,1
34077,0
34078,0
34079,0
34080,0
34081,1
34082,0
34083,0
34084,0
34085,0
34086,0
34087,0
34088,0
34089,0
34090,0
34091,1
34092,0
34093,1
34094,0
34095,0
34096,0
34097,1
34098,0
34099,0
34100,0
34101,1
34102,0
34103,0
34104,0
34105,0
34106,1
34107,1
34108,0
34109,0
34110,0
34111,0
34112,0
34113,0
34114,0
34115,0
34116,0
34117,1
34118,1
34119,0
34120,1
34121,1
34122,0
34123,1
34124,1
34125,1
34126,1
34127,0
34128,0
34129,0
34130,0
34131,1
34132,1
34133,0
34134,0
34135,0
34136,1
34137,0
34138,0
34139,0
34140,0
34141,1
34142,1
34143,1
34144,0
34145,1
34146,1
34147,0
34148,0
34149,0
34150,0
34151,0
34152,0
34153,1
34154,0
34155,0
34156,0
34157,0
34158,0
34159,0
34160,0
34161,0
34162,0
34163,1
34164,0
34165,0
34166,0
34167,1
34168,0
34169,0
34170,0
34171,1
34172,0
34173,0
34174,0
34175,1
34176,0
34177,0
34178,1
34179,0
34180,0
34181,0
34182,0
34183,0
34184,0
34185,1
34186,0
34187,0
34188,0
34189,1
34190,0
34191,0
34192,0
34193,0
34194,0
34195,0
34196,0
34197,0
34198,1
34199,0
34200,0
34201,0
34202,0
34203,0
34204,0
34205,0
34206,0
34207,0
34208,0
34209,0
34210,1
34211,0
34212,1
34213,0
34214,0
34215,0
34216,0
34217,0
34218,0
34219,0
34220,0
34221,0
34222,0
34223,0
34224,0
34225,0
34226,1
34227,1
34228,0
34229,0
34230,0
34231,0
34232,1
34233,0
34234,0
34235,1
34236,1
34237,1
34238,0
34239,1
34240,0
34241,0
34242,0
34243,0
34244,0
34245,0
34246,0
34247,0
34248,1
34249,0
34250,0
34251,0
34252,0
34253,0
34254,0
34255,0
34256,0
34257,0
34258,0
34259,0
34260,0
34261,1
34262,0
34263,0
34264,0
34265,1
34266,0
34267,0
34268,1
34269,0
34270,0
34271,0
34272,1
34273,0
34274,1
34275,0
34276,0
34277,0
34278,0
34279,0
34280,0
34281,0
34282,0
34283,0
34284,0
34285,1
34286,1
34287,0
34288,1
34289,0
34290,1
34291,0
34292,0
34293,0
34294,1
34295,0
34296,1
34297,0
34298,0
34299,0
34300,0
34301,1
34302,0
34303,1
34304,0
34305,0
34306,0
34307,1
34308,1
34309,0
34310,0
34311,0
34312,0
34313,0
34314,0
34315,0
34316,0
34317,0
34318,0
34319,0
34320,0
34321,1
34322,0
34323,0
34324,0
34325,1
34326,0
34327,0
34328,0
34329,0
34330,0
34331,0
34332,1
34333,0
34334,0
34335,1
34336,0
34337,0
34338,0
34339,1
34340,0
34341,1
34342,0
34343,0
34344,0
34345,1
34346,0
34347,0
34348,0
34349,0
34350,1
34351,0
34352,1
34353,0
34354,0
34355,0
34356,0
34357,0
34358,0
34359,1
34360,0
34361,1
34362,0
34363,0
34364,1
34365,0
34366,0
34367,1
34368,1
34369,0
34370,0
34371,1
34372,0
34373,0
34374,1
34375,0
34376,0
34377,1
34378,0
34379,0
34380,1
34381,1
34382,1
34383,0
34384,0
34385,0
34386,1
34387,1
34388,0
34389,1
34390,0
34391,0
34392,0
34393,0
34394,1
34395,1
34396,0
34397,1
34398,1
34399,0
34400,1
34401,0
34402,0
34403,0
34404,1
34405,0
34406,0
34407,0
34408,0
34409,0
34410,0
34411,0
34412,0
34413,0
34414,0
34415,0
34416,0
34417,1
34418,0
34419,0
34420,0
34421,0
34422,0
34423,0
34424,0
34425,1
34426,0
34427,0
34428,1
34429,0
34430,1
34431,0
34432,0
34433,0
34434,0
34435,1
34436,0
34437,0
34438,0
34439,0
34440,0
34441,0
34442,0
34443,0
34444,0
34445,1
34446,0
34447,0
34448,0
34449,1
34450,0
34451,0
34452,0
34453,0
34454,1
34455,0
34456,1
34457,0
34458,1
34459,0
34460,1
34461,1
34462,0
34463,0
34464,0
34465,0
34466,0
34467,0
34468,0
34469,1
34470,1
34471,0
34472,1
34473,1
34474,0
34475,0
34476,1
34477,0
34478,1
34479,1
34480,0
34481,0
34482,0
34483,1
34484,0
34485,0
34486,0
34487,1
34488,0
34489,0
34490,0
34491,0
34492,0
34493,1
34494,0
34495,0
34496,1
34497,0
34498,0
34499,1
34500,0
34501,1
34502,0
34503,1
34504,1
34505,1
34506,1
34507,0
34508,0
34509,1
34510,1
34511,0
34512,0
34513,0
34514,1
34515,0
34516,0
34517,1
34518,0
34519,0
34520,1
34521,0
34522,0
34523,1
34524,1
34525,1
34526,0
34527,0
34528,0
34529,1
34530,0
34531,0
34532,0
34533,1
34534,0
34535,1
34536,0
34537,0
34538,0
34539,1
34540,0
34541,1
34542,1
34543,0
34544,0
34545,0
34546,0
34547,0
34548,0
34549,1
34550,1
34551,1
34552,1
34553,1
34554,1
34555,0
34556,0
34557,1
34558,1
34559,0
34560,1
34561,1
34562,1
34563,1
34564,0
34565,0
34566,0
34567,1
34568,0
34569,0
34570,0
34571,1
34572,1
34573,0
34574,0
34575,0
34576,0
34577,0
34578,0
34579,0
34580,1
34581,0
34582,0
34583,0
34584,0
34585,1
34586,0
34587,0
34588,0
34589,1
34590,0
34591,0
34592,1
34593,0
34594,1
34595,0
34596,0
34597,1
34598,0
34599,0
34600,1
34601,0
34602,1
34603,1
34604,1
34605,0
34606,1
34607,0
34608,0
34609,0
34610,1
34611,1
34612,0
34613,0
34614,0
34615,0
34616,0
34617,0
34618,0
34619,1
34620,1
34621,1
34622,1
34623,1
34624,0
34625,0
34626,0
34627,1
34628,0
34629,0
34630,0
34631,1
34632,1
34633,0
34634,0
34635,0
34636,0
34637,1
34638,0
34639,0
34640,0
34641,1
34642,0
34643,0
34644,0
34645,0
34646,0
34647,0
34648,0
34649,0
34650,0
34651,1
34652,0
34653,0
34654,1
34655,0
34656,1
34657,1
34658,0
34659,0
34660,0
34661,0
34662,0
34663,1
34664,1
34665,1
34666,0
34667,0
34668,1
34669,1
34670,0
34671,0
34672,1
34673,0
34674,0
34675,0
34676,0
34677,0
34678,0
34679,0
34680,1
34681,1
34682,0
34683,0
34684,0
34685,0
34686,1
34687,0
34688,1
34689,0
34690,1
34691,0
34692,0
34693,1
34694,0
34695,1
34696,0
34697,1
34698,0
34699,0
34700,0
34701,1
34702,0
34703,0
34704,0
34705,1
34706,1
34707,0
34708,0
34709,0
34710,0
34711,0
34712,1
34713,0
34714,0
34715,0
34716,0
34717,1
34718,0
34719,1
34720,0
34721,1
34722,0
34723,0
34724,1
34725,0
34726,0
34727,1
34728,0
34729,0
34730,0
34731,0
34732,1
34733,0
34734,0
34735,0
34736,0
34737,0
34738,0
34739,0
34740,0
34741,0
34742,0
34743,1
34744,1
34745,0
34746,1
34747,0
34748,0
34749,0
34750,0
34751,0
34752,0
34753,0
34754,1
34755,0
34756,0
34757,1
34758,0
34759,0
34760,0
34761,0
34762,0
34763,0
34764,0
34765,0
34766,1
34767,0
34768,0
34769,0
34770,0
34771,1
34772,0
34773,0
34774,0
34775,1
34776,0
34777,0
34778,0
34779,0
34780,0
34781,0
34782,0
34783,0
34784,1
34785,0
34786,0
34787,1
34788,1
34789,0
34790,0
34791,0
34792,1
34793,0
34794,1
34795,1
34796,0
34797,0
34798,0
34799,0
34800,0
34801,1
34802,0
34803,1
34804,0
34805,1
34806,0
34807,0
34808,0
34809,0
34810,1
34811,0
34812,1
34813,1
34814,0
34815,0
34816,0
34817,0
34818,1
34819,0
34820,0
34821,0
34822,0
34823,0
34824,0
34825,1
34826,0
34827,1
34828,0
34829,0
34830,0
34831,1
34832,0
34833,0
34834,0
34835,0
34836,0
34837,1
34838,0
34839,0
34840,1
34841,1
34842,1
34843,0
34844,0
34845,1
34846,0
34847,1
34848,1
34849,0
34850,0
34851,0
34852,0
34853,1
34854,0
34855,1
34856,0
34857,0
34858,1
34859,0
34860,1
34861,0
34862,0
34863,1
34864,1
34865,1
34866,0
34867,0
34868,1
34869,0
34870,0
34871,0
34872,0
34873,0
34874,0
34875,0
34876,0
34877,0
34878,0
34879,0
34880,0
34881,1
34882,0
34883,0
34884,0
34885,0
34886,0
34887,1
34888,1
34889,1
34890,1
34891,0
34892,0
34893,0
34894,1
34895,0
34896,1
34897,0
34898,0
34899,0
34900,0
34901,0
34902,1
34903,0
34904,1
34905,0
34906,0
34907,0
34908,0
34909,1
34910,1
34911,0
34912,0
34913,1
34914,0
34915,0
34916,0
34917,1
34918,0
34919,0
34920,0
34921,0
34922,1
34923,0
34924,0
34925,1
34926,0
34927,0
34928,1
34929,0
34930,1
34931,0
34932,0
34933,0
34934,0
34935,0
34936,1
34937,0
34938,0
34939,0
34940,0
34941,0
34942,0
34943,0
34944,0
34945,0
34946,1
34947,0
34948,0
34949,1
34950,1
34951,1
34952,0
34953,0
34954,0
34955,0
34956,0
34957,0
34958,0
34959,0
34960,1
34961,0
34962,0
34963,1
34964,0
34965,0
34966,0
34967,0
34968,1
34969,0
34970,0
34971,0
34972,1
34973,1
34974,1
34975,1
34976,1
34977,0
34978,0
34979,0
34980,0
34981,0
34982,1
34983,0
34984,0
34985,0
34986,0
34987,0
34988,0
34989,0
34990,0
34991,0
34992,0
34993,0
34994,0
34995,1
34996,0
34997,0
34998,0
34999,0
35000,1
35001,0
35002,0
35003,1
35004,0
35005,1
35006,1
35007,0
35008,0
35009,0
35010,1
35011,1
35012,0
35013,0
35014,0
35015,1
35016,0
35017,0
35018,1
35019,0
35020,1
35021,0
35022,0
35023,0
35024,0
35025,0
35026,1
35027,0
35028,1
35029,0
35030,0
35031,1
35032,0
35033,0
35034,0
35035,1
35036,0
35037,0
35038,1
35039,0
35040,1
35041,0
35042,0
35043,0
35044,1
35045,0
35046,0
35047,0
35048,1
35049,0
35050,0
35051,1
35052,0
35053,1
35054,1
35055,0
35056,1
35057,1
35058,1
35059,1
35060,0
35061,0
35062,1
35063,0
35064,0
35065,0
35066,0
35067,0
35068,0
35069,0
35070,1
35071,0
35072,1
35073,0
35074,0
35075,1
35076,0
35077,0
35078,0
35079,1
35080,0
35081,0
35082,0
35083,0
35084,1
35085,0
35086,1
35087,0
35088,0
35089,0
35090,0
35091,1
35092,1
35093,0
35094,0
35095,0
35096,0
35097,0
35098,0
35099,0
35100,0
35101,0
35102,0
35103,0
35104,0
35105,0
35106,0
35107,0
35108,1
35109,0
35110,0
35111,0
35112,0
35113,0
35114,1
35115,0
35116,0
35117,1
35118,0
35119,1
35120,0
35121,0
35122,0
35123,0
35124,0
35125,0
35126,0
35127,1
35128,0
35129,0
35130,1
35131,0
35132,1
35133,0
35134,1
35135,0
35136,0
35137,0
35138,0
35139,0
35140,0
35141,0
35142,0
35143,0
35144,0
35145,0
35146,0
35147,1
35148,0
35149,0
35150,0
35151,0
35152,1
35153,0
35154,0
35155,0
35156,0
35157,0
35158,1
35159,0
35160,0
35161,0
35162,0
35163,0
35164,0
35165,1
35166,0
35167,0
35168,0
35169,0
35170,0
35171,1
35172,0
35173,1
35174,0
35175,1
35176,1
35177,0
35178,0
35179,1
35180,1
35181,1
35182,0
35183,1
35184,1
35185,1
35186,0
35187,0
35188,0
35189,0
35190,0
35191,0
35192,1
35193,0
35194,0
35195,1
35196,1
35197,0
35198,0
35199,1
35200,0
35201,1
35202,0
35203,0
35204,0
35205,0
35206,0
35207,1
35208,0
35209,1
35210,0
35211,0
35212,1
35213,0
35214,0
35215,0
35216,1
35217,0
35218,1
35219,0
35220,0
35221,1
35222,0
35223,0
35224,0
35225,0
35226,1
35227,0
35228,0
35229,0
35230,0
35231,0
35232,0
35233,1
35234,1
35235,0
35236,0
35237,1
35238,1
35239,0
35240,0
35241,0
35242,0
35243,0
35244,0
35245,0
35246,1
35247,0
35248,0
35249,0
35250,0
35251,0
35252,0
35253,1
35254,0
35255,0
35256,0
35257,0
35258,0
35259,0
35260,0
35261,0
35262,0
35263,0
35264,0
35265,0
35266,0
35267,1
35268,0
35269,0
35270,0
35271,0
35272,1
35273,0
35274,0
35275,0
35276,0
35277,0
35278,0
35279,0
35280,1
35281,0
35282,1
35283,1
35284,0
35285,0
35286,0
35287,0
35288,1
35289,0
35290,1
35291,0
35292,1
35293,0
35294,0
35295,1
35296,0
35297,1
35298,1
35299,0
35300,0
35301,0
35302,1
35303,0
35304,0
35305,0
35306,0
35307,0
35308,1
35309,0
35310,0
35311,0
35312,1
35313,0
35314,1
35315,0
35316,0
35317,0
35318,0
35319,0
35320,1
35321,0
35322,0
35323,1
35324,1
35325,0
35326,1
35327,1
35328,0
35329,0
35330,0
35331,0
35332,0
35333,0
35334,0
35335,0
35336,1
35337,0
35338,1
35339,1
35340,0
35341,1
35342,0
35343,0
35344,1
35345,1
35346,0
35347,0
35348,1
35349,0
35350,1
35351,1
35352,0
35353,0
35354,0
35355,1
35356,0
35357,1
35358,1
35359,1
35360,0
35361,1
35362,0
35363,1
35364,1
35365,0
35366,0
35367,1
35368,0
35369,0
35370,0
35371,0
35372,0
35373,0
35374,1
35375,0
35376,0
35377,0
35378,0
35379,1
35380,1
35381,1
35382,0
35383,1
35384,0
35385,1
35386,0
35387,1
35388,1
35389,1
35390,0
35391,0
35392,0
35393,0
35394,0
35395,1
35396,1
35397,0
35398,1
35399,0
35400,0
35401,0
35402,0
35403,1
35404,0
35405,0
35406,0
35407,0
35408,0
35409,1
35410,1
35411,0
35412,1
35413,0
35414,0
35415,1
35416,0
35417,1
35418,0
35419,0
35420,0
35421,0
35422,0
35423,0
35424,0
35425,0
35426,1
35427,0
35428,0
35429,0
35430,0
35431,1
35432,1
35433,1
35434,0
35435,0
35436,0
35437,1
35438,0
35439,0
35440,0
35441,1
35442,0
35443,1
35444,0
35445,0
35446,1
35447,1
35448,0
35449,0
35450,1
35451,0
35452,0
35453,0
35454,0
35455,0
35456,0
35457,0
35458,1
35459,1
35460,0
35461,0
35462,1
35463,0
35464,1
35465,1
35466,0
35467,0
35468,0
35469,0
35470,1
35471,1
35472,0
35473,0
35474,0
35475,0
35476,0
35477,0
35478,1
35479,0
35480,0
35481,0
35482,0
35483,0
35484,0
35485,1
35486,1
35487,0
35488,1
35489,0
35490,0
35491,0
35492,0
35493,1
35494,0
35495,1
35496,0
35497,1
35498,1
35499,0
35500,0
35501,0
35502,1
35503,0
35504,0
35505,0
35506,0
35507,0
35508,1
35509,0
35510,1
35511,0
35512,1
35513,1
35514,0
35515,0
35516,0
35517,1
35518,0
35519,0
35520,0
35521,0
35522,0
35523,0
35524,0
35525,1
35526,0
35527,0
35528,0
35529,0
35530,0
35531,0
35532,0
35533,1
35534,1
35535,1
35536,0
35537,1
35538,0
35539,0
35540,0
35541,0
35542,0
35543,0
35544,0
35545,0
35546,0
35547,1
35548,1
35549,0
35550,0
35551,1
35552,1
35553,0
35554,1
35555,1
35556,0
35557,1
35558,0
35559,0
35560,1
35561,0
35562,0
35563,0
35564,0
35565,0
35566,0
35567,0
35568,0
35569,1
35570,1
35571,0
35572,1
35573,0
35574,0
35575,0
35576,0
35577,0
35578,0
35579,1
35580,1
35581,1
35582,0
35583,0
35584,0
35585,0
35586,1
35587,0
35588,0
35589,0
35590,0
35591,0
35592,1
35593,0
35594,0
35595,1
35596,0
35597,0
35598,0
35599,0
35600,0
35601,0
35602,0
35603,0
35604,1
35605,1
35606,0
35607,0
35608,0
35609,1
35610,0
35611,1
35612,0
35613,0
35614,0
35615,0
35616,0
35617,0
35618,1
35619,0
35620,1
35621,1
35622,0
35623,1
35624,1
35625,0
35626,0
35627,0
35628,0
35629,0
35630,1
35631,0
35632,0
35633,0
35634,0
35635,1
35636,0
35637,0
35638,0
35639,0
35640,0
35641,1
35642,0
35643,0
35644,0
35645,1
35646,0
35647,1
35648,0
35649,0
35650,0
35651,0
35652,1
35653,0
35654,1
35655,0
35656,0
35657,0
35658,0
35659,1
35660,0
35661,0
35662,0
35663,0
35664,0
35665,1
35666,1
35667,1
35668,0
35669,1
35670,0
35671,0
35672,1
35673,1
35674,0
35675,0
35676,1
35677,1
35678,1
35679,0
35680,0
35681,0
35682,0
35683,0
35684,0
35685,0
35686,0
35687,0
35688,0
35689,1
35690,0
35691,0
35692,0
35693,1
35694,1
35695,1
35696,0
35697,1
35698,0
35699,0
35700,0
35701,1
35702,0
35703,0
35704,1
35705,0
35706,1
35707,0
35708,0
35709,0
35710,0
35711,1
35712,0
35713,0
35714,1
35715,0
35716,0
35717,1
35718,0
35719,0
35720,0
35721,0
35722,0
35723,0
35724,0
35725,0
35726,1
35727,0
35728,0
35729,1
35730,1
35731,0
35732,0
35733,0
35734,0
35735,1
35736,0
35737,0
35738,0
35739,0
35740,0
35741,1
35742,0
35743,0
35744,0
35745,0
35746,0
35747,1
35748,1
35749,0
35750,0
35751,0
35752,0
35753,0
35754,0
35755,0
35756,1
35757,0
35758,0
35759,1
35760,0
35761,0
35762,0
35763,0
35764,0
35765,0
35766,0
35767,0
35768,0
35769,1
35770,0
35771,1
35772,0
35773,0
35774,0
35775,0
35776,0
35777,0
35778,0
35779,0
35780,0
35781,0
35782,0
35783,0
35784,0
35785,0
35786,0
35787,0
35788,0
35789,1
35790,0
35791,0
35792,0
35793,0
35794,0
35795,1
35796,0
35797,1
35798,1
35799,0
35800,1
35801,0
35802,0
35803,0
35804,1
35805,0
35806,0
35807,0
35808,0
35809,0
35810,1
35811,0
35812,0
35813,0
35814,0
35815,1
35816,0
35817,0
35818,0
35819,1
35820,0
35821,0
35822,0
35823,0
35824,0
35825,0
35826,0
35827,1
35828,0
35829,0
35830,1
35831,0
35832,0
35833,0
35834,0
35835,0
35836,0
35837,1
35838,1
35839,0
35840,0
35841,1
35842,1
35843,0
35844,0
35845,1
35846,0
35847,0
35848,0
35849,0
35850,0
35851,0
35852,0
35853,0
35854,0
35855,1
35856,0
35857,1
35858,0
35859,0
35860,1
35861,0
35862,0
35863,0
35864,0
35865,1
35866,0
35867,0
35868,0
35869,0
35870,0
35871,0
35872,1
35873,0
35874,0
35875,0
35876,0
35877,0
35878,1
35879,0
35880,1
35881,1
35882,0
35883,0
35884,0
35885,0
35886,1
35887,1
35888,0
35889,0
35890,0
35891,0
35892,0
35893,0
35894,0
35895,1
35896,0
35897,0
35898,0
35899,0
35900,1
35901,0
35902,1
35903,1
35904,1
35905,0
35906,1
35907,0
35908,0
35909,1
35910,0
35911,0
35912,0
35913,1
35914,1
35915,1
35916,0
35917,0
35918,0
35919,0
35920,0
35921,0
35922,0
35923,0
35924,0
35925,1
35926,1
35927,0
35928,0
35929,0
35930,0
35931,0
35932,0
35933,1
35934,0
35935,0
35936,0
35937,0
35938,0
35939,0
35940,0
35941,0
35942,0
35943,0
35944,1
35945,0
35946,0
35947,0
35948,0
35949,0
35950,1
35951,0
35952,1
35953,0
35954,0
35955,0
35956,0
35957,1
35958,0
35959,1
35960,0
35961,0
35962,0
35963,0
35964,0
35965,0
35966,1
35967,0
35968,0
35969,1
35970,0
35971,0
35972,0
35973,0
35974,1
35975,1
35976,0
35977,0
35978,0
35979,0
35980,1
35981,0
35982,1
35983,1
35984,0
35985,1
35986,0
35987,0
35988,0
35989,0
35990,0
35991,0
35992,0
35993,0
35994,0
35995,0
35996,0
35997,0
35998,0
35999,1
36000,0
36001,0
36002,0
36003,0
36004,0
36005,0
36006,0
36007,0
36008,1
36009,0
36010,0
36011,0
36012,0
36013,1
36014,0
36015,0
36016,0
36017,0
36018,1
36019,0
36020,0
36021,0
36022,0
36023,1
36024,0
36025,0
36026,1
36027,0
36028,1
36029,0
36030,0
36031,0
36032,1
36033,0
36034,0
36035,0
36036,1
36037,1
36038,0
36039,0
36040,0
36041,0
36042,0
36043,0
36044,0
36045,0
36046,1
36047,1
36048,0
36049,1
36050,1
36051,1
36052,0
36053,0
36054,0
36055,1
36056,0
36057,0
36058,0
36059,0
36060,0
36061,0
36062,0
36063,0
36064,1
36065,0
36066,1
36067,0
36068,1
36069,0
36070,1
36071,1
36072,0
36073,0
36074,1
36075,1
36076,0
36077,0
36078,1
36079,1
36080,0
36081,0
36082,0
36083,0
36084,0
36085,0
36086,0
36087,0
36088,0
36089,0
36090,0
36091,0
36092,0
36093,0
36094,0
36095,0
36096,0
36097,0
36098,1
36099,0
36100,1
36101,1
36102,0
36103,0
36104,0
36105,0
36106,1
36107,1
36108,0
36109,0
36110,0
36111,0
36112,0
36113,0
36114,0
36115,0
36116,1
36117,0
36118,1
36119,0
36120,0
36121,0
36122,1
36123,1
36124,0
36125,0
36126,0
36127,1
36128,1
36129,0
36130,0
36131,0
36132,0
36133,0
36134,0
36135,1
36136,0
36137,1
36138,1
36139,0
36140,0
36141,1
36142,0
36143,0
36144,0
36145,0
36146,0
36147,1
36148,1
36149,0
36150,0
36151,0
36152,1
36153,0
36154,0
36155,0
36156,0
36157,1
36158,0
36159,1
36160,0
36161,0
36162,0
36163,1
36164,0
36165,1
36166,0
36167,0
36168,0
36169,0
36170,0
36171,0
36172,0
36173,0
36174,0
36175,1
36176,0
36177,1
36178,0
36179,0
36180,0
36181,0
36182,1
36183,0
36184,0
36185,1
36186,1
36187,1
36188,1
36189,0
36190,0
36191,0
36192,1
36193,0
36194,0
36195,1
36196,1
36197,0
36198,0
36199,0
36200,0
36201,0
36202,1
36203,0
36204,0
36205,0
36206,0
36207,1
36208,0
36209,1
36210,1
36211,1
36212,0
36213,0
36214,0
36215,1
36216,0
36217,0
36218,1
36219,0
36220,0
36221,0
36222,1
36223,0
36224,0
36225,1
36226,0
36227,0
36228,1
36229,0
36230,0
36231,0
36232,0
36233,0
36234,0
36235,0
36236,0
36237,1
36238,1
36239,0
36240,0
36241,0
36242,1
36243,0
36244,0
36245,1
36246,0
36247,1
36248,0
36249,0
36250,0
36251,0
36252,0
36253,1
36254,0
36255,1
36256,0
36257,0
36258,1
36259,0
36260,1
36261,1
36262,1
36263,0
36264,0
36265,1
36266,0
36267,0
36268,0
36269,1
36270,0
36271,0
36272,0
36273,0
36274,0
36275,0
36276,0
36277,0
36278,0
36279,1
36280,1
36281,0
36282,0
36283,1
36284,0
36285,0
36286,1
36287,0
36288,0
36289,0
36290,0
36291,0
36292,1
36293,0
36294,1
36295,1
36296,0
36297,1
36298,1
36299,0
36300,1
36301,0
36302,0
36303,1
36304,1
36305,1
36306,1
36307,1
36308,0
36309,1
36310,1
36311,0
36312,0
36313,0
36314,0
36315,0
36316,1
36317,0
36318,1
36319,0
36320,1
36321,1
36322,0
36323,1
36324,0
36325,1
36326,0
36327,0
36328,0
36329,0
36330,0
36331,1
36332,0
36333,0
36334,1
36335,0
36336,0
36337,0
36338,0
36339,0
36340,0
36341,0
36342,1
36343,0
36344,0
36345,0
36346,0
36347,1
36348,1
36349,0
36350,0
36351,0
36352,0
36353,0
36354,0
36355,1
36356,0
36357,0
36358,0
36359,0
36360,0
36361,0
36362,1
36363,0
36364,0
36365,1
36366,0
36367,0
36368,1
36369,0
36370,0
36371,0
36372,1
36373,0
36374,1
36375,0
36376,1
36377,0
36378,1
36379,0
36380,0
36381,1
36382,0
36383,0
36384,0
36385,0
36386,0
36387,1
36388,0
36389,0
36390,1
36391,0
36392,1
36393,0
36394,0
36395,0
36396,0
36397,0
36398,0
36399,1
36400,0
36401,1
36402,1
36403,0
36404,0
36405,0
36406,1
36407,0
36408,0
36409,0
36410,0
36411,0
36412,1
36413,0
36414,1
36415,0
36416,0
36417,0
36418,0
36419,0
36420,1
36421,0
36422,0
36423,0
36424,1
36425,0
36426,1
36427,1
36428,0
36429,1
36430,0
36431,0
36432,1
36433,0
36434,0
36435,0
36436,0
36437,0
36438,0
36439,0
36440,0
36441,0
36442,0
36443,1
36444,1
36445,1
36446,1
36447,0
36448,0
36449,1
36450,0
36451,0
36452,0
36453,1
36454,0
36455,1
36456,0
36457,1
36458,0
36459,0
36460,0
36461,1
36462,0
36463,0
36464,1
36465,0
36466,1
36467,0
36468,0
36469,0
36470,0
36471,0
36472,1
36473,1
36474,1
36475,0
36476,0
36477,0
36478,0
36479,0
36480,0
36481,1
36482,0
36483,1
36484,0
36485,1
36486,1
36487,0
36488,0
36489,1
36490,0
36491,0
36492,1
36493,1
36494,0
36495,1
36496,1
36497,1
36498,1
36499,0
36500,1
36501,1
36502,0
36503,0
36504,0
36505,1
36506,0
36507,1
36508,0
36509,0
36510,1
36511,1
36512,0
36513,0
36514,1
36515,0
36516,0
36517,0
36518,1
36519,0
36520,1
36521,0
36522,0
36523,1
36524,0
36525,0
36526,0
36527,0
36528,1
36529,0
36530,1
36531,0
36532,0
36533,0
36534,0
36535,1
36536,0
36537,0
36538,1
36539,1
36540,0
36541,1
36542,0
36543,1
36544,1
36545,1
36546,0
36547,0
36548,0
36549,0
36550,0
36551,1
36552,1
36553,0
36554,1
36555,1
36556,0
36557,1
36558,1
36559,0
36560,0
36561,1
36562,1
36563,0
36564,0
36565,0
36566,0
36567,1
36568,1
36569,1
36570,0
36571,0
36572,1
36573,0
36574,0
36575,0
36576,0
36577,1
36578,0
36579,0
36580,0
36581,1
36582,0
36583,0
36584,0
36585,1
36586,0
36587,0
36588,0
36589,0
36590,0
36591,1
36592,1
36593,0
36594,0
36595,0
36596,0
36597,0
36598,0
36599,1
36600,1
36601,1
36602,0
36603,0
36604,1
36605,0
36606,0
36607,0
36608,1
36609,0
36610,1
36611,0
36612,0
36613,0
36614,1
36615,0
36616,0
36617,1
36618,0
36619,0
36620,0
36621,0
36622,0
36623,1
36624,0
36625,1
36626,0
36627,0
36628,1
36629,0
36630,1
36631,0
36632,0
36633,0
36634,0
36635,0
36636,0
36637,1
36638,0
36639,0
36640,1
36641,0
36642,0
36643,1
36644,0
36645,1
36646,0
36647,0
36648,0
36649,0
36650,0
36651,0
36652,0
36653,0
36654,1
36655,0
36656,0
36657,1
36658,1
36659,0
36660,0
36661,0
36662,1
36663,1
36664,0
36665,0
36666,0
36667,0
36668,1
36669,1
36670,1
36671,0
36672,0
36673,0
36674,0
36675,0
36676,1
36677,1
36678,0
36679,0
36680,0
36681,1
36682,0
36683,1
36684,0
36685,0
36686,0
36687,1
36688,1
36689,0
36690,1
36691,0
36692,0
36693,0
36694,0
36695,0
36696,0
36697,1
36698,1
36699,1
36700,0
36701,0
36702,0
36703,0
36704,0
36705,0
36706,0
36707,0
36708,0
36709,0
36710,0
36711,0
36712,0
36713,1
36714,0
36715,0
36716,1
36717,0
36718,1
36719,0
36720,0
36721,0
36722,0
36723,0
36724,0
36725,0
36726,1
36727,0
36728,0
36729,0
36730,0
36731,1
36732,1
36733,0
36734,1
36735,0
36736,0
36737,1
36738,0
36739,0
36740,1
36741,1
36742,0
36743,0
36744,0
36745,0
36746,0
36747,0
36748,0
36749,0
36750,0
36751,0
36752,0
36753,1
36754,0
36755,1
36756,0
36757,0
36758,0
36759,0
36760,0
36761,0
36762,1
36763,1
36764,0
36765,0
36766,1
36767,1
36768,0
36769,0
36770,0
36771,0
36772,0
36773,1
36774,0
36775,0
36776,1
36777,0
36778,0
36779,0
36780,0
36781,1
36782,0
36783,0
36784,0
36785,1
36786,0
36787,0
36788,1
36789,0
36790,1
36791,0
36792,1
